step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
2471,2378812,9884,0.08505338056636286,0.75,0.9864864864864865
2472,2379168,9888,0.13460856232176488,1.0,1.0
2473,2379748,9892,0.09074692111130395,0.5,0.9574468085106383
2474,2380712,9896,0.11500144115402093,0.75,0.9901960784313726
2475,2381836,9900,0.09734067062478013,0.25,0.9808917197452229
2476,2382768,9904,0.10662360828296355,0.75,0.9912280701754386
2477,2383476,9908,0.11638445167103742,1.0,1.0
2478,2385144,9912,0.08941274277004248,0.75,0.991304347826087
2479,2386204,9916,0.07467375589872849,0.75,0.9906542056074766
2480,2387232,9920,0.09043077219146017,1.0,1.0
2481,2387940,9924,0.12229479070738002,0.75,0.993421052631579
2482,2388552,9928,0.1019058343224842,0.75,0.9824561403508771
2483,2391340,9932,0.07702347598853924,0.75,0.991869918699187
2484,2392336,9936,0.10984842912182653,0.75,0.9871794871794872
2485,2393012,9940,0.08902436646586998,0.5,0.9761904761904762
2486,2393720,9944,0.12802180351557804,0.75,0.9861111111111112
2487,2394972,9948,0.09308761319998816,0.5,0.9746835443037974
2488,2397184,9952,0.06884967867445523,0.75,0.9932432432432432
2489,2397924,9956,0.08770389691976993,0.75,0.9929078014184397
2490,2398696,9960,0.13064451483367806,0.75,0.9876543209876543
2491,2399212,9964,0.12511251406739093,0.5,0.9690721649484536
2492,2400048,9968,0.09490601574479865,1.0,1.0
2493,2401044,9972,0.10619021159826307,0.25,0.961038961038961
2494,2401560,9976,0.10217575127798503,0.75,0.9655172413793104
2495,2402300,9980,0.09233532527411498,0.75,0.9920634920634921
2496,2404064,9984,0.07262423307992574,1.0,1.0
2497,2405316,9988,0.09602421036490354,0.5,0.9433962264150944
2498,2405832,9992,0.0719521156136406,0.5,0.9310344827586207
2499,2406924,9996,0.08664713346531233,0.75,0.9907407407407407
2500,2407664,10000,0.09984648567947609,1.0,1.0
2501,2408276,10004,0.10493561919853765,0.5,0.9736842105263158
2502,2409400,10008,0.08708126198875486,0.5,0.9672131147540983
2503,2409948,10012,0.10724605654271058,0.75,0.9900990099009901
2504,2410848,10016,0.13145913703840736,0.75,0.9921875
2505,2411556,10020,0.08948716803750055,0.75,0.9891304347826086
2506,2412648,10024,0.12212039826580542,0.75,0.9904761904761905
2507,2413388,10028,0.11183877436272098,0.75,0.9767441860465116
2508,2414640,10032,0.11314334490105003,0.25,0.9534883720930233
2509,2415188,10036,0.11918030010585934,0.75,0.9841269841269841
2510,2416312,10040,0.08693535910292693,1.0,1.0
2511,2417180,10044,0.09777718962909573,0.75,0.9722222222222222
2512,2418336,10048,0.09416016308168432,0.75,0.993103448275862
2513,2418884,10052,0.09771709986402254,1.0,1.0
2514,2419720,10056,0.08365121977244386,0.75,0.9910714285714286
2515,2420460,10060,0.08887347179821072,1.0,1.0
2516,2421840,10064,0.09528861089788546,0.75,0.9878048780487805
2517,2422996,10068,0.09050120657549383,0.5,0.9777777777777777
2518,2424344,10072,0.09038071457667157,0.5,0.975
2519,2425468,10076,0.0961069237657633,0.75,0.9907407407407407
2520,2426688,10080,0.08021062000508766,1.0,1.0
2521,2427588,10084,0.13214676783427154,0.5,0.9770992366412213
2522,2428104,10088,0.11301288396682493,0.75,0.9891304347826086
2523,2429516,10092,0.09838974300794939,0.75,0.989247311827957
2524,2430096,10096,0.10674259395690323,1.0,1.0
2525,2430804,10100,0.1033352406815403,0.5,0.9666666666666667
2526,2433080,10104,0.07326760503216745,0.5,0.975
2527,2433724,10108,0.11351825284772762,0.75,0.9914529914529915
2528,2434880,10112,0.08925555601412793,0.75,0.9850746268656716
2529,2436068,10116,0.1048807103251051,0.25,0.9779411764705882
2530,2437064,10120,0.07794602563601995,0.75,0.9908256880733946
2531,2437900,10124,0.08944315235192392,0.75,0.9861111111111112
2532,2438768,10128,0.10586962959540383,0.5,0.9722222222222222
2533,2439412,10132,0.08175704911669035,1.0,1.0
2534,2440664,10136,0.08034473538243608,0.75,0.875
2535,2441244,10140,0.1054863039379554,0.25,0.9285714285714286
2536,2441920,10144,0.09955428723391621,0.75,0.9841269841269841
2537,2443364,10148,0.08355672194306887,0.75,0.9931972789115646
2538,2443976,10152,0.13630433007163964,0.5,0.9014084507042254
2539,2444492,10156,0.12529383079485584,1.0,1.0
2540,2446064,10160,0.08343461205714747,0.75,0.9545454545454546
2541,2446484,10164,0.09621739179053987,0.75,0.9830508474576272
2542,2447160,10168,0.10610813207526643,0.5,0.967391304347826
2543,2448124,10172,0.08236989025869645,0.75,0.9767441860465116
2544,2449376,10176,0.08710398465346107,0.5,0.9702970297029703
2545,2450052,10180,0.11513440263064387,1.0,1.0
2546,2451016,10184,0.10226692313396052,0.5,0.975609756097561
2547,2451884,10188,0.104476389139242,0.75,0.9761904761904762
2548,2452560,10192,0.16146939340120103,0.75,0.9861111111111112
2549,2453844,10196,0.09524149019559307,1.0,1.0
2550,2454904,10200,0.10023707677911602,0.25,0.9795918367346939
2551,2456252,10204,0.08492724667264274,0.25,0.9710144927536232
2552,2457024,10208,0.10646365277083225,0.5,0.9838709677419355
2553,2457924,10212,0.08054327706090388,0.0,0.9672131147540983
2554,2459912,10216,0.06681025430044454,0.75,0.9930555555555556
2555,2460492,10220,0.11147018574417229,0.5,0.9791666666666666
2556,2461904,10224,0.11777236866473896,0.25,0.9784172661870504
2557,2464052,10228,0.08545236528436637,0.5,0.9787234042553191
2558,2464984,10232,0.1394969497417064,1.0,1.0
2559,2466268,10236,0.12621496695537632,0.5,0.9795918367346939
2560,2467360,10240,0.10153386031249727,1.0,1.0
2561,2468708,10244,0.08884826277809381,1.0,1.0
2562,2469448,10248,0.15488539323508754,0.75,0.9508196721311475
2563,2469932,10252,0.10726474490734798,0.5,0.9636363636363636
2564,2470800,10256,0.08666425587684977,0.5,0.9814814814814815
2565,2471764,10260,0.13253483392983442,0.75,0.9841269841269841
2566,2472952,10264,0.10605644359334829,0.5,0.9849624060150376
2567,2473436,10268,0.1516287211240747,1.0,1.0
2568,2473952,10272,0.07552085005091001,0.75,0.9777777777777777
2569,2475044,10276,0.12538226175650213,0.5,0.9607843137254902
2570,2475752,10280,0.11924546516377914,0.5,0.967741935483871
2571,2476652,10284,0.09004464515704913,1.0,1.0
2572,2477904,10288,0.06508606076112991,0.25,0.9672131147540983
2573,2478836,10292,0.11195652589544475,1.0,1.0
2574,2479384,10296,0.09681926054581633,1.0,1.0
2575,2480060,10300,0.10110970998815973,0.75,0.9868421052631579
2576,2481984,10304,0.08562938223519453,0.5,0.9834710743801653
2577,2483492,10308,0.10072036567841752,1.0,1.0
2578,2483912,10312,0.1174328480074084,1.0,1.0
2579,2484684,10316,0.11761334447687759,0.5,0.978021978021978
2580,2485808,10320,0.10234191260616583,0.25,0.9781021897810219
2581,2486740,10324,0.0688833093288918,1.0,1.0
2582,2487672,10328,0.10178710192895721,0.5,0.9846153846153847
2583,2488476,10332,0.07737721828477503,0.75,0.989010989010989
2584,2489120,10336,0.09130976256995202,0.25,0.9538461538461539
2585,2490564,10340,0.08135186494871116,0.75,0.9883720930232558
2586,2491272,10344,0.11116496277040736,0.75,0.9888888888888889
2587,2492076,10348,0.14615910983811684,0.25,0.952755905511811
2588,2493264,10352,0.12462196175548731,0.5,0.989247311827957
2589,2493908,10356,0.08464468226444917,0.5,0.91
2590,2494520,10360,0.10549139319971591,0.5,0.9764705882352941
2591,2495324,10364,0.10245686917686904,0.5,0.9797979797979798
2592,2496064,10368,0.09272137568366808,1.0,1.0
2593,2497092,10372,0.0805965315478028,0.75,0.9846153846153847
2594,2497896,10376,0.11884582705042827,1.0,1.0
2595,2498572,10380,0.0801678758779546,0.75,0.9895833333333334
2596,2499408,10384,0.1268064897525492,0.75,0.989247311827957
2597,2500628,10388,0.08352046913223736,0.75,0.9918032786885246
2598,2501496,10392,0.0677639122885567,0.75,0.9903846153846154
2599,2502684,10396,0.10473642194352378,0.75,0.9907407407407407
2600,2503840,10400,0.0975773787290763,0.5,0.9711538461538461
2601,2505380,10404,0.0819906549379626,0.75,0.987012987012987
2602,2506216,10408,0.10247751684860154,0.75,0.9887640449438202
2603,2507500,10412,0.10816376506031085,1.0,1.0
2604,2508272,10416,0.1299596119053209,0.75,0.9942857142857143
2605,2509364,10420,0.0493224734687186,0.5,0.9642857142857143
2606,2509944,10424,0.10582243813285004,0.75,0.9901960784313726
2607,2511548,10428,0.06718783713865686,0.75,0.9891304347826086
2608,2512992,10432,0.08474847894937464,0.75,0.9937106918238994
2609,2513956,10436,0.08884049270996607,0.75,0.9861111111111112
2610,2515624,10440,0.08066037476988153,1.0,1.0
2611,2516940,10444,0.06206597146238155,0.75,0.9818181818181818
2612,2517808,10448,0.08586106396417928,0.5,0.9591836734693877
2613,2518644,10452,0.07908639712212848,0.25,0.9795918367346939
2614,2519192,10456,0.12021637439452944,0.5,0.9701492537313433
2615,2520060,10460,0.10800913446219884,1.0,1.0
2616,2520672,10464,0.12204015915488825,0.5,0.9761904761904762
2617,2521220,10468,0.12449967034674356,0.5,0.9649122807017544
2618,2522088,10472,0.08501460732420872,0.75,0.9885057471264368
2619,2522732,10476,0.1221611602952466,1.0,1.0
2620,2523472,10480,0.07808794486354104,0.25,0.9754098360655737
2621,2523988,10484,0.10042542909771864,0.5,0.9642857142857143
2622,2524664,10488,0.11104617625450718,0.75,0.9880952380952381
2623,2525340,10492,0.08144525387768427,0.5,0.9583333333333334
2624,2526560,10496,0.058250544408133466,0.75,0.9864864864864865
2625,2527428,10500,0.09576745882922563,0.5,0.9811320754716981
2626,2528200,10504,0.0987578611342375,0.75,0.9846153846153847
2627,2528588,10508,0.12874347322657978,1.0,1.0
2628,2529296,10512,0.11342795250574152,1.0,1.0
2629,2529876,10516,0.13854014892411426,1.0,1.0
2630,2531096,10520,0.10007404984723767,0.5,0.9795918367346939
2631,2531676,10524,0.10510846780959891,1.0,1.0
2632,2532448,10528,0.10268574070241392,0.75,0.990990990990991
2633,2533252,10532,0.11789236072689364,0.25,0.9781021897810219
2634,2533992,10536,0.10804762294343932,0.5,0.984
2635,2535020,10540,0.11563086144458457,0.5,0.9864864864864865
2636,2535760,10544,0.12137217983902732,0.5,0.9375
2637,2536660,10548,0.11369250967999354,0.25,0.9464285714285714
2638,2537304,10552,0.11764659867260244,0.75,0.989010989010989
2639,2538012,10556,0.11283693841734323,0.5,0.9782608695652174
2640,2538592,10560,0.0834335044059033,0.75,0.9772727272727273
2641,2539556,10564,0.10177977377393607,1.0,1.0
2642,2540840,10568,0.10667698352720045,0.75,0.9841269841269841
2643,2541420,10572,0.12632425231570835,0.75,0.9900990099009901
2644,2543024,10576,0.10947455220970845,0.5,0.9759036144578314
2645,2543860,10580,0.11070364092998174,0.25,0.9516129032258065
2646,2544280,10584,0.14400285540820873,0.5,0.9696969696969697
2647,2545404,10588,0.09824121274134591,0.75,0.9907407407407407
2648,2545824,10592,0.1089050729399792,0.5,0.9333333333333333
2649,2546308,10596,0.12337188062104115,0.75,0.9880952380952381
2650,2547816,10600,0.10199315922012128,0.5,0.9642857142857143
2651,2549036,10604,0.10642877943277126,0.75,0.9914529914529915
2652,2550448,10608,0.09407121680709359,0.5,0.978021978021978
2653,2551924,10612,0.10890547806195874,0.75,0.9922480620155039
2654,2552760,10616,0.05565466337283457,0.5,0.9310344827586207
2655,2553596,10620,0.09472092253019812,0.25,0.9776119402985075
2656,2554880,10624,0.07853990999743381,0.75,0.9863013698630136
2657,2555844,10628,0.1451480148337201,0.75,0.9932885906040269
2658,2556872,10632,0.07396862294999669,0.25,0.9659090909090909
2659,2557740,10636,0.12724645937379406,1.0,1.0
2660,2558224,10640,0.11757097545665542,0.75,0.9878048780487805
2661,2559412,10644,0.09409930593260447,0.5,0.9622641509433962
2662,2560056,10648,0.14186971193793188,0.5,0.9473684210526315
2663,2560956,10652,0.09200758512426348,0.5,0.978494623655914
2664,2562272,10656,0.08375458246529938,1.0,1.0
2665,2563236,10660,0.0914424413075832,0.75,0.9935897435897436
2666,2563720,10664,0.07760962309133591,0.5,0.9655172413793104
2667,2564492,10668,0.0862800313952955,0.75,0.9863013698630136
2668,2565424,10672,0.07362059405145303,0.25,0.9523809523809523
2669,2566740,10676,0.08127834107728463,0.75,0.9924242424242424
2670,2567704,10680,0.1373252021692296,0.0,0.9655172413793104
2671,2568988,10684,0.061801833077865395,0.25,0.9739130434782609
2672,2569536,10688,0.09298179303137624,0.5,0.9534883720930233
2673,2571428,10692,0.09101629308227216,0.5,0.9787234042553191
2674,2572168,10696,0.09437199920886849,0.5,0.9142857142857143
2675,2573132,10700,0.07588035985231083,0.75,0.9777777777777777
2676,2574352,10704,0.09386266819494093,0.5,0.9701492537313433
2677,2575092,10708,0.12302220164564699,0.5,0.9774436090225563
2678,2576248,10712,0.11227306608078244,0.75,0.9910714285714286
2679,2577084,10716,0.10803620342857173,0.5,0.9571428571428572
2680,2577824,10720,0.10182738811407763,0.75,0.9841269841269841
2681,2579268,10724,0.1458018008940614,0.75,0.9908256880733946
2682,2581096,10728,0.0784465617905404,0.5,0.9809523809523809
2683,2581580,10732,0.13888154935124736,0.5,0.9545454545454546
2684,2582224,10736,0.0819310275271787,0.5,0.9555555555555556
2685,2583732,10740,0.08316516110556982,0.25,0.9611650485436893
2686,2586264,10744,0.07105956068253452,0.25,0.9264705882352942
2687,2587132,10748,0.10227214586279303,1.0,1.0
2688,2588512,10752,0.0475222084525327,0.25,0.9464285714285714
2689,2588964,10756,0.10970575712213497,0.5,0.9583333333333334
2690,2589608,10760,0.09587784848550099,0.75,0.9886363636363636
2691,2590732,10764,0.09526442772581163,1.0,1.0
2692,2591536,10768,0.1148818510303456,1.0,1.0
2693,2592212,10772,0.1149375983908972,0.75,0.9850746268656716
2694,2593528,10776,0.11365204311442784,0.75,0.9932432432432432
2695,2594620,10780,0.11855542967710138,0.75,0.9484536082474226
2696,2595360,10784,0.12473214752692667,0.75,0.9883720930232558
2697,2596292,10788,0.09651845361202097,1.0,1.0
2698,2597064,10792,0.10434291294733401,0.75,0.9916666666666667
2699,2598540,10796,0.10391391729579708,0.5,0.9776119402985075
2700,2599760,10800,0.0912600012255906,1.0,1.0
2701,2600884,10804,0.12750497291485638,0.5,0.9710144927536232
2702,2601592,10808,0.12103555408224308,0.75,0.9894736842105263
2703,2602588,10812,0.10554720367933322,0.25,0.9693877551020408
2704,2603424,10816,0.09834470049824572,0.5,0.9791666666666666
2705,2604196,10820,0.09226579339156064,0.25,0.9732142857142857
2706,2605448,10824,0.11367393528484931,0.5,0.975
2707,2606028,10828,0.08784972192718317,0.5,0.9565217391304348
2708,2608400,10832,0.0896760014525954,0.75,0.9855072463768116
2709,2608884,10836,0.11918798709030316,1.0,1.0
2710,2609784,10840,0.09878652416896692,0.75,0.9761904761904762
2711,2610908,10844,0.09638235835849335,0.5,0.9736842105263158
2712,2612192,10848,0.08052357555935358,0.5,0.9090909090909091
2713,2612772,10852,0.13174907935625424,0.5,0.9770114942528736
2714,2613992,10856,0.12196203245687846,0.75,0.9907407407407407
2715,2614828,10860,0.09730692419630428,1.0,1.0
2716,2615376,10864,0.09713895861612037,0.75,0.9830508474576272
2717,2615828,10868,0.14301459073432587,0.75,0.9814814814814815
2718,2616632,10872,0.09361066620260425,0.75,0.96875
2719,2617884,10876,0.07094289994341367,0.25,0.953125
2720,2618656,10880,0.09752189954614437,0.75,0.987012987012987
2721,2619460,10884,0.12168464600551765,0.75,0.9901960784313726
2722,2620168,10888,0.07549779017697662,0.75,0.9895833333333334
2723,2620812,10892,0.09625777313158984,0.5,0.9736842105263158
2724,2622288,10896,0.1248564079052393,1.0,1.0
2725,2623188,10900,0.13578219669894362,0.75,0.9920634920634921
2726,2623768,10904,0.10753972335172511,1.0,1.0
2727,2624444,10908,0.141681928740451,0.5,0.9775280898876404
2728,2625984,10912,0.08338998102498113,0.75,0.9875
2729,2627076,10916,0.06299684323734484,0.5,0.9649122807017544
2730,2627656,10920,0.09761382634311945,0.75,0.9830508474576272
2731,2628908,10924,0.0924907557040079,0.75,0.9824561403508771
2732,2630384,10928,0.06882084652087501,0.75,0.9871794871794872
2733,2630996,10932,0.1186038301397737,0.75,0.9787234042553191
2734,2631640,10936,0.10681254233540174,1.0,1.0
2735,2632348,10940,0.1142025968563344,0.75,0.9473684210526315
2736,2633056,10944,0.07940046483580901,1.0,1.0
2737,2636484,10948,0.0829263467854168,0.25,0.9772727272727273
2738,2637672,10952,0.10196257808175777,0.5,0.9807692307692307
2739,2638924,10956,0.09960251092878185,0.5,0.9854014598540146
2740,2639888,10960,0.1123609260853624,0.5,0.98
2741,2640564,10964,0.09796728866272666,0.75,0.9615384615384616
2742,2641080,10968,0.12024946804506442,0.0,0.9
2743,2641596,10972,0.1116476844949173,0.5,0.9583333333333334
2744,2643232,10976,0.1380441362012162,0.25,0.9444444444444444
2745,2643908,10980,0.1134305475269685,1.0,1.0
2746,2645128,10984,0.08080217535593513,0.5,0.9765625
2747,2645516,10988,0.15354572087584792,0.75,0.9827586206896551
2748,2646384,10992,0.08966407690076444,0.25,0.9714285714285714
2749,2647892,10996,0.09167350841216879,0.75,0.9821428571428571
2750,2648792,11000,0.1272361809709121,0.25,0.9743589743589743
2751,2649660,11004,0.08858167988512253,0.25,0.96
2752,2650560,11008,0.0997197657715775,1.0,1.0
2753,2651044,11012,0.09774507363797057,0.75,0.9772727272727273
2754,2651432,11016,0.1108113746628333,1.0,1.0
2755,2652620,11020,0.09854794866045953,0.75,0.9879518072289156
2756,2653264,11024,0.12837320536977193,0.75,0.967741935483871
2757,2654068,11028,0.08482546831383556,1.0,1.0
2758,2654712,11032,0.10237878817122134,0.75,0.9895833333333334
2759,2655932,11036,0.10444838206361949,0.25,0.9716981132075472
2760,2656992,11040,0.11212577428305133,0.25,0.9696969696969697
2761,2658276,11044,0.10157490348970295,0.75,0.9850746268656716
2762,2658696,11048,0.1076679352092518,0.5,0.9733333333333334
2763,2659532,11052,0.10737400628533131,0.25,0.9361702127659575
2764,2660112,11056,0.07087934844681923,0.75,0.9879518072289156
2765,2661524,11060,0.09785997677241637,0.5,0.9714285714285714
2766,2662296,11064,0.12118489125031388,0.75,0.9565217391304348
2767,2663132,11068,0.10682050835185151,1.0,1.0
2768,2663936,11072,0.13082646143328758,0.75,0.9922480620155039
2769,2668164,11076,0.09413488890602888,0.5,0.9512195121951219
2770,2668680,11080,0.08857043007034679,0.5,0.9459459459459459
2771,2669452,11084,0.14649372085823817,0.5,0.967741935483871
2772,2669904,11088,0.12742223067995248,0.25,0.9387755102040817
2773,2670516,11092,0.11457577841877277,0.75,0.9880952380952381
2774,2671416,11096,0.06424232700939986,0.25,0.9107142857142857
2775,2672668,11100,0.06470471497265695,0.75,0.9666666666666667
2776,2673312,11104,0.0869862585977354,0.5,0.9811320754716981
2777,2673988,11108,0.09904000759361355,0.75,0.9871794871794872
2778,2674760,11112,0.08666572753919582,1.0,1.0
2779,2675340,11116,0.13500939786891386,0.75,0.9859154929577465
2780,2675856,11120,0.09939058588142713,0.75,0.9863013698630136
2781,2677236,11124,0.07866992270060269,0.75,0.9950980392156863
2782,2678008,11128,0.10291888498656789,0.5,0.9759036144578314
2783,2678748,11132,0.1263336980824829,0.75,0.9900990099009901
2784,2680064,11136,0.11177060688980905,0.25,0.93
2785,2680868,11140,0.10441588605791619,1.0,1.0
2786,2681320,11144,0.13598565422085707,0.25,0.896551724137931
2787,2681772,11148,0.11540911778415351,0.75,0.9814814814814815
2788,2682480,11152,0.12350513917137794,1.0,1.0
2789,2684564,11156,0.1094908623155244,0.75,0.9726027397260274
2790,2685272,11160,0.07214087259251421,0.25,0.967741935483871
2791,2686012,11164,0.09995903464674522,0.5,0.967741935483871
2792,2686912,11168,0.1062726469007288,0.5,0.97
2793,2687492,11172,0.1536328626899122,0.75,0.9838709677419355
2794,2688456,11176,0.10263019956484493,1.0,1.0
2795,2689068,11180,0.10875488572961312,0.25,0.9769230769230769
2796,2690160,11184,0.08411049005673674,0.75,0.9888888888888889
2797,2690836,11188,0.12283037165538417,0.5,0.9801980198019802
2798,2691448,11192,0.14683782658121802,0.75,0.9859154929577465
2799,2692444,11196,0.10082060010727854,0.5,0.9805825242718447
2800,2693440,11200,0.11897663654649716,0.25,0.9594594594594594
2801,2694948,11204,0.0910744381895013,0.5,0.9746835443037974
2802,2695944,11208,0.10783678294859321,1.0,1.0
2803,2696844,11212,0.11875278792044543,1.0,1.0
2804,2698544,11216,0.07966818184175727,0.75,0.9767441860465116
2805,2699412,11220,0.10868186021961612,0.5,0.9849624060150376
2806,2700056,11224,0.10181138447788171,0.75,0.9841269841269841
2807,2700956,11228,0.08595596977590562,0.75,0.98
2808,2701536,11232,0.12237882541353279,0.5,0.9775280898876404
2809,2702052,11236,0.12397583180496585,0.5,0.9821428571428571
2810,2702888,11240,0.07483083728511744,0.75,0.9791666666666666
2811,2703212,11244,0.10534150726095412,0.25,0.8846153846153846
2812,2703920,11248,0.10519434060980376,0.25,0.9629629629629629
2813,2704532,11252,0.12499655997966078,0.5,0.9607843137254902
2814,2705048,11256,0.1377498790949177,0.5,0.9594594594594594
2815,2707292,11260,0.07243579695456852,0.5,0.9809523809523809
2816,2707776,11264,0.14124720860661313,0.5,0.9672131147540983
2817,2708452,11268,0.13661741294442992,0.75,0.9888888888888889
2818,2709160,11272,0.09772091301058233,0.75,0.9836065573770492
2819,2709964,11276,0.11183445557361055,0.75,0.9921259842519685
2820,2710832,11280,0.11763859589050155,0.75,0.9931506849315068
2821,2711380,11284,0.10188903413990531,0.5,0.9166666666666666
2822,2712760,11288,0.08159467277307056,0.5,0.9851851851851852
2823,2714108,11292,0.13762608415270275,0.5,0.9763313609467456
2824,2715232,11296,0.05906307807143012,0.5,0.984
2825,2716324,11300,0.1162342147823282,0.25,0.9523809523809523
2826,2717096,11304,0.10329895186329531,0.75,0.9919354838709677
2827,2719372,11308,0.06986071135290885,0.75,0.9882352941176471
2828,2720432,11312,0.055357111503657706,0.5,0.9809523809523809
2829,2721268,11316,0.09216375030067697,0.75,0.9930555555555556
2830,2721848,11320,0.11205316197931658,0.25,0.9634146341463414
2831,2722716,11324,0.09860706958976616,1.0,1.0
2832,2723808,11328,0.07832856525684735,1.0,1.0
2833,2725636,11332,0.08086354090595331,0.75,0.990990990990991
2834,2727208,11336,0.11957619203198555,1.0,1.0
2835,2728396,11340,0.11306555861345917,0.75,0.9897959183673469
2836,2729008,11344,0.10938923448360881,1.0,1.0
2837,2731988,11348,0.08042436069985784,0.75,0.9925373134328358
2838,2733272,11352,0.07624979969624027,0.75,0.9939024390243902
2839,2734140,11356,0.0739046784576723,0.75,0.9833333333333333
2840,2735168,11360,0.10302934283044553,1.0,1.0
2841,2736804,11364,0.133664584804376,0.25,0.952
2842,2737416,11368,0.12211196900728959,0.75,0.9868421052631579
2843,2738572,11372,0.08353712115455333,0.75,0.9891304347826086
2844,2739728,11376,0.0998248207685883,0.25,0.9787234042553191
2845,2740308,11380,0.1365260265445693,0.25,0.9333333333333333
2846,2741240,11384,0.09745602874396281,1.0,1.0
2847,2743196,11388,0.06243785658400553,0.5,0.9805825242718447
2848,2743936,11392,0.11609351542517342,0.75,0.9913793103448276
2849,2746628,11396,0.0643983662859623,1.0,1.0
2850,2747880,11400,0.11727530401506292,0.75,0.9929078014184397
2851,2748460,11404,0.08894385111105445,1.0,1.0
2852,2748976,11408,0.1705411066977165,1.0,1.0
2853,2750036,11412,0.09568702368633865,0.75,0.9905660377358491
2854,2750744,11416,0.08293581626827642,0.75,0.9555555555555556
2855,2752348,11420,0.08231011608414036,1.0,1.0
2856,2752992,11424,0.12632581758117364,0.5,0.9710144927536232
2857,2754212,11428,0.09630289027741794,0.75,0.9904761904761905
2858,2754952,11432,0.10673365412046218,0.5,0.9753086419753086
2859,2756972,11436,0.08783765960379812,0.5,0.9701492537313433
2860,2757744,11440,0.08787772111150005,0.0,0.9658119658119658
2861,2758356,11444,0.10937663569336924,1.0,1.0
2862,2760088,11448,0.07422684247140993,0.75,0.9901960784313726
2863,2761052,11452,0.11661612813064963,0.75,0.9907407407407407
2864,2762144,11456,0.09611152282509113,0.25,0.9747899159663865
2865,2762628,11460,0.1410229139767788,0.5,0.9534883720930233
2866,2763688,11464,0.06746613599533573,0.5,0.96875
2867,2764428,11468,0.13337969182278417,1.0,1.0
2868,2765008,11472,0.07691012584065698,1.0,1.0
2869,2765876,11476,0.06981257304603859,0.0,0.9245283018867925
2870,2766456,11480,0.10764937727018019,1.0,1.0
2871,2767356,11484,0.10908448360685682,0.75,0.987012987012987
2872,2769056,11488,0.11694937819482146,0.5,0.9574468085106383
2873,2770564,11492,0.05402430248559526,0.5,0.9846153846153847
2874,2771720,11496,0.10386727189507897,0.5,0.9876543209876543
2875,2772364,11500,0.13421284498464076,0.5,0.9534883720930233
2876,2772912,11504,0.08348536712505783,0.75,0.9824561403508771
2877,2773460,11508,0.11754951617500474,0.75,0.9811320754716981
2878,2774232,11512,0.11334581617445137,0.5,0.9782608695652174
2879,2776220,11516,0.08905699768951551,0.5,0.9166666666666666
2880,2777248,11520,0.1029495755508841,0.5,0.975
2881,2778244,11524,0.09964331541740566,0.75,0.9893617021276596
2882,2779464,11528,0.0897591832209983,0.5,0.961038961038961
2883,2780108,11532,0.10160592330615725,1.0,1.0
2884,2782288,11536,0.06898014687965785,0.25,0.925
2885,2783348,11540,0.09360250808719081,0.5,0.9473684210526315
2886,2784472,11544,0.07294322515415715,0.5,0.9375
2887,2785532,11548,0.10433288454534204,0.75,0.9921259842519685
2888,2786272,11552,0.07243926097643802,0.5,0.972972972972973
2889,2786916,11556,0.12582872508834647,0.75,0.9896907216494846
2890,2788136,11560,0.06651681847213015,0.75,0.9873417721518988
2891,2788908,11564,0.0951195500244472,1.0,1.0
2892,2789520,11568,0.08095904542970583,0.75,0.9787234042553191
2893,2790324,11572,0.14248059447466013,0.75,0.9923076923076923
2894,2790968,11576,0.07829419028948745,0.5,0.9230769230769231
2895,2792124,11580,0.08356089163291613,0.5,0.9826086956521739
2896,2793280,11584,0.09204310106387277,0.25,0.9634146341463414
2897,2793796,11588,0.12300681820851121,0.75,0.9883720930232558
2898,2794856,11592,0.05625235698354793,0.5,0.9772727272727273
2899,2795980,11596,0.08877279432080179,0.75,0.9949494949494949
2900,2796944,11600,0.11621953345376622,0.75,0.9901960784313726
2901,2799668,11604,0.08827005196746844,0.5,0.9649122807017544
2902,2801496,11608,0.07477338512804076,0.25,0.9711538461538461
2903,2802204,11612,0.0974550140076932,0.5,0.9759036144578314
2904,2802816,11616,0.10163634544196694,0.25,0.9
2905,2804516,11620,0.07124377010083802,0.5,0.9789473684210527
2906,2805064,11624,0.14619968207932652,0.5,0.9459459459459459
2907,2805420,11628,0.11530016441503775,1.0,1.0
2908,2806640,11632,0.07599005908723817,0.25,0.9024390243902439
2909,2808020,11636,0.08879043026076162,0.75,0.9901960784313726
2910,2809336,11640,0.08213287240481998,0.75,0.9908256880733946
2911,2809948,11644,0.10762160630934088,1.0,1.0
2912,2811552,11648,0.07549092772980454,0.5,0.9777777777777777
2913,2812420,11652,0.07462602097102244,0.5,0.9759036144578314
2914,2813480,11656,0.08004230733068944,0.5,0.9636363636363636
2915,2813964,11660,0.10855689476137584,0.5,0.96875
2916,2814544,11664,0.1389676769704907,0.25,0.9558823529411765
2917,2814932,11668,0.09100569603250842,0.75,0.9879518072289156
2918,2816376,11672,0.10145208674686658,0.75,0.990990990990991
2919,2817212,11676,0.1174464968149156,0.75,0.989247311827957
2920,2817504,11680,0.12354445722900939,0.25,0.9117647058823529
2921,2818148,11684,0.08371176043405375,1.0,1.0
2922,2819016,11688,0.1084368880706986,0.25,0.9795918367346939
2923,2819660,11692,0.1204023311233721,0.75,0.9935064935064936
